row_id,date,country,store,product,num_sold
7037,2017-05-27,Italy,KaggleRama,Kaggle Getting Started,74
7038,2017-05-27,Italy,KaggleRama,Kaggle Recipe Book,50
7039,2017-05-27,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,112
7040,2017-05-27,Poland,KaggleMart,Kaggle Advanced Techniques,157
7041,2017-05-27,Poland,KaggleMart,Kaggle Getting Started,91
7042,2017-05-27,Poland,KaggleMart,Kaggle Recipe Book,68
7043,2017-05-27,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,138
7044,2017-05-27,Poland,KaggleRama,Kaggle Advanced Techniques,48
7045,2017-05-27,Poland,KaggleRama,Kaggle Getting Started,33
7046,2017-05-27,Poland,KaggleRama,Kaggle Recipe Book,23
7047,2017-05-27,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,43
7048,2017-05-27,Spain,KaggleMart,Kaggle Advanced Techniques,290
7049,2017-05-27,Spain,KaggleMart,Kaggle Getting Started,180
7050,2017-05-27,Spain,KaggleMart,Kaggle Recipe Book,152
7051,2017-05-27,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,285
7052,2017-05-27,Spain,KaggleRama,Kaggle Advanced Techniques,107
7053,2017-05-27,Spain,KaggleRama,Kaggle Getting Started,65
7054,2017-05-27,Spain,KaggleRama,Kaggle Recipe Book,51
7055,2017-05-27,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,97
7056,2017-05-28,Belgium,KaggleMart,Kaggle Advanced Techniques,546
7057,2017-05-28,Belgium,KaggleMart,Kaggle Getting Started,333
7058,2017-05-28,Belgium,KaggleMart,Kaggle Recipe Book,258
7059,2017-05-28,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,487
7060,2017-05-28,Belgium,KaggleRama,Kaggle Advanced Techniques,191
7061,2017-05-28,Belgium,KaggleRama,Kaggle Getting Started,114
7062,2017-05-28,Belgium,KaggleRama,Kaggle Recipe Book,99
7063,2017-05-28,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,173
7064,2017-05-28,France,KaggleMart,Kaggle Advanced Techniques,487
7065,2017-05-28,France,KaggleMart,Kaggle Getting Started,279
7066,2017-05-28,France,KaggleMart,Kaggle Recipe Book,232
7067,2017-05-28,France,KaggleMart,Kaggle for Kids: One Smart Goose,460
7068,2017-05-28,France,KaggleRama,Kaggle Advanced Techniques,166
7069,2017-05-28,France,KaggleRama,Kaggle Getting Started,112
7070,2017-05-28,France,KaggleRama,Kaggle Recipe Book,79
7071,2017-05-28,France,KaggleRama,Kaggle for Kids: One Smart Goose,151
7072,2017-05-28,Germany,KaggleMart,Kaggle Advanced Techniques,585
7073,2017-05-28,Germany,KaggleMart,Kaggle Getting Started,325
7074,2017-05-28,Germany,KaggleMart,Kaggle Recipe Book,263
7075,2017-05-28,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,494
7076,2017-05-28,Germany,KaggleRama,Kaggle Advanced Techniques,201
7077,2017-05-28,Germany,KaggleRama,Kaggle Getting Started,113
7078,2017-05-28,Germany,KaggleRama,Kaggle Recipe Book,95
7079,2017-05-28,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,181
7080,2017-05-28,Italy,KaggleMart,Kaggle Advanced Techniques,391
7081,2017-05-28,Italy,KaggleMart,Kaggle Getting Started,240
7082,2017-05-28,Italy,KaggleMart,Kaggle Recipe Book,184
7083,2017-05-28,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,343
7084,2017-05-28,Italy,KaggleRama,Kaggle Advanced Techniques,120
7085,2017-05-28,Italy,KaggleRama,Kaggle Getting Started,89
7086,2017-05-28,Italy,KaggleRama,Kaggle Recipe Book,58
7087,2017-05-28,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,118
7088,2017-05-28,Poland,KaggleMart,Kaggle Advanced Techniques,149
7089,2017-05-28,Poland,KaggleMart,Kaggle Getting Started,108
7090,2017-05-28,Poland,KaggleMart,Kaggle Recipe Book,71
7091,2017-05-28,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,140
7092,2017-05-28,Poland,KaggleRama,Kaggle Advanced Techniques,51
7093,2017-05-28,Poland,KaggleRama,Kaggle Getting Started,34
7094,2017-05-28,Poland,KaggleRama,Kaggle Recipe Book,25
7095,2017-05-28,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,50
7096,2017-05-28,Spain,KaggleMart,Kaggle Advanced Techniques,331
7097,2017-05-28,Spain,KaggleMart,Kaggle Getting Started,195
7098,2017-05-28,Spain,KaggleMart,Kaggle Recipe Book,146
7099,2017-05-28,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,286
7100,2017-05-28,Spain,KaggleRama,Kaggle Advanced Techniques,105
7101,2017-05-28,Spain,KaggleRama,Kaggle Getting Started,81
7102,2017-05-28,Spain,KaggleRama,Kaggle Recipe Book,54
7103,2017-05-28,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,97
7104,2017-05-29,Belgium,KaggleMart,Kaggle Advanced Techniques,461
7105,2017-05-29,Belgium,KaggleMart,Kaggle Getting Started,304
7106,2017-05-29,Belgium,KaggleMart,Kaggle Recipe Book,217
7107,2017-05-29,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,412
7108,2017-05-29,Belgium,KaggleRama,Kaggle Advanced Techniques,174
7109,2017-05-29,Belgium,KaggleRama,Kaggle Getting Started,108
7110,2017-05-29,Belgium,KaggleRama,Kaggle Recipe Book,78
7111,2017-05-29,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,143
7112,2017-05-29,France,KaggleMart,Kaggle Advanced Techniques,388
7113,2017-05-29,France,KaggleMart,Kaggle Getting Started,279
7114,2017-05-29,France,KaggleMart,Kaggle Recipe Book,195
7115,2017-05-29,France,KaggleMart,Kaggle for Kids: One Smart Goose,383
7116,2017-05-29,France,KaggleRama,Kaggle Advanced Techniques,146
7117,2017-05-29,France,KaggleRama,Kaggle Getting Started,90
7118,2017-05-29,France,KaggleRama,Kaggle Recipe Book,71
7119,2017-05-29,France,KaggleRama,Kaggle for Kids: One Smart Goose,122
7120,2017-05-29,Germany,KaggleMart,Kaggle Advanced Techniques,469
7121,2017-05-29,Germany,KaggleMart,Kaggle Getting Started,307
7122,2017-05-29,Germany,KaggleMart,Kaggle Recipe Book,207
7123,2017-05-29,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,411
7124,2017-05-29,Germany,KaggleRama,Kaggle Advanced Techniques,148
7125,2017-05-29,Germany,KaggleRama,Kaggle Getting Started,104
7126,2017-05-29,Germany,KaggleRama,Kaggle Recipe Book,78
7127,2017-05-29,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,145
7128,2017-05-29,Italy,KaggleMart,Kaggle Advanced Techniques,289
7129,2017-05-29,Italy,KaggleMart,Kaggle Getting Started,214
7130,2017-05-29,Italy,KaggleMart,Kaggle Recipe Book,154
7131,2017-05-29,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,234
7132,2017-05-29,Italy,KaggleRama,Kaggle Advanced Techniques,101
7133,2017-05-29,Italy,KaggleRama,Kaggle Getting Started,63
7134,2017-05-29,Italy,KaggleRama,Kaggle Recipe Book,49
7135,2017-05-29,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,96
7136,2017-05-29,Poland,KaggleMart,Kaggle Advanced Techniques,127
7137,2017-05-29,Poland,KaggleMart,Kaggle Getting Started,87
7138,2017-05-29,Poland,KaggleMart,Kaggle Recipe Book,62
7139,2017-05-29,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,119
7140,2017-05-29,Poland,KaggleRama,Kaggle Advanced Techniques,42
7141,2017-05-29,Poland,KaggleRama,Kaggle Getting Started,31
7142,2017-05-29,Poland,KaggleRama,Kaggle Recipe Book,24
7143,2017-05-29,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,41
7144,2017-05-29,Spain,KaggleMart,Kaggle Advanced Techniques,262
7145,2017-05-29,Spain,KaggleMart,Kaggle Getting Started,162
7146,2017-05-29,Spain,KaggleMart,Kaggle Recipe Book,131
7147,2017-05-29,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,266
7148,2017-05-29,Spain,KaggleRama,Kaggle Advanced Techniques,92
7149,2017-05-29,Spain,KaggleRama,Kaggle Getting Started,62
7150,2017-05-29,Spain,KaggleRama,Kaggle Recipe Book,41
7151,2017-05-29,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,86
7152,2017-05-30,Belgium,KaggleMart,Kaggle Advanced Techniques,500
7153,2017-05-30,Belgium,KaggleMart,Kaggle Getting Started,255
7154,2017-05-30,Belgium,KaggleMart,Kaggle Recipe Book,227
7155,2017-05-30,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,449
7156,2017-05-30,Belgium,KaggleRama,Kaggle Advanced Techniques,158
7157,2017-05-30,Belgium,KaggleRama,Kaggle Getting Started,102
7158,2017-05-30,Belgium,KaggleRama,Kaggle Recipe Book,76
7159,2017-05-30,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,160
7160,2017-05-30,France,KaggleMart,Kaggle Advanced Techniques,385
7161,2017-05-30,France,KaggleMart,Kaggle Getting Started,261
7162,2017-05-30,France,KaggleMart,Kaggle Recipe Book,209
7163,2017-05-30,France,KaggleMart,Kaggle for Kids: One Smart Goose,343
7164,2017-05-30,France,KaggleRama,Kaggle Advanced Techniques,148
7165,2017-05-30,France,KaggleRama,Kaggle Getting Started,91
7166,2017-05-30,France,KaggleRama,Kaggle Recipe Book,68
7167,2017-05-30,France,KaggleRama,Kaggle for Kids: One Smart Goose,117
7168,2017-05-30,Germany,KaggleMart,Kaggle Advanced Techniques,435
7169,2017-05-30,Germany,KaggleMart,Kaggle Getting Started,303
7170,2017-05-30,Germany,KaggleMart,Kaggle Recipe Book,240
7171,2017-05-30,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,446
7172,2017-05-30,Germany,KaggleRama,Kaggle Advanced Techniques,149
7173,2017-05-30,Germany,KaggleRama,Kaggle Getting Started,106
7174,2017-05-30,Germany,KaggleRama,Kaggle Recipe Book,66
7175,2017-05-30,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,147
7176,2017-05-30,Italy,KaggleMart,Kaggle Advanced Techniques,294
7177,2017-05-30,Italy,KaggleMart,Kaggle Getting Started,181
7178,2017-05-30,Italy,KaggleMart,Kaggle Recipe Book,154
7179,2017-05-30,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,282
7180,2017-05-30,Italy,KaggleRama,Kaggle Advanced Techniques,96
7181,2017-05-30,Italy,KaggleRama,Kaggle Getting Started,68
7182,2017-05-30,Italy,KaggleRama,Kaggle Recipe Book,49
7183,2017-05-30,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,94
7184,2017-05-30,Poland,KaggleMart,Kaggle Advanced Techniques,129
7185,2017-05-30,Poland,KaggleMart,Kaggle Getting Started,82
7186,2017-05-30,Poland,KaggleMart,Kaggle Recipe Book,65
7187,2017-05-30,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,124
7188,2017-05-30,Poland,KaggleRama,Kaggle Advanced Techniques,48
7189,2017-05-30,Poland,KaggleRama,Kaggle Getting Started,29
7190,2017-05-30,Poland,KaggleRama,Kaggle Recipe Book,21
7191,2017-05-30,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,37
7192,2017-05-30,Spain,KaggleMart,Kaggle Advanced Techniques,275
7193,2017-05-30,Spain,KaggleMart,Kaggle Getting Started,182
7194,2017-05-30,Spain,KaggleMart,Kaggle Recipe Book,114
7195,2017-05-30,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,235
7196,2017-05-30,Spain,KaggleRama,Kaggle Advanced Techniques,94
7197,2017-05-30,Spain,KaggleRama,Kaggle Getting Started,60
7198,2017-05-30,Spain,KaggleRama,Kaggle Recipe Book,46
7199,2017-05-30,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,79
7200,2017-05-31,Belgium,KaggleMart,Kaggle Advanced Techniques,441
7201,2017-05-31,Belgium,KaggleMart,Kaggle Getting Started,278
7202,2017-05-31,Belgium,KaggleMart,Kaggle Recipe Book,205
7203,2017-05-31,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,412
7204,2017-05-31,Belgium,KaggleRama,Kaggle Advanced Techniques,151
7205,2017-05-31,Belgium,KaggleRama,Kaggle Getting Started,103
7206,2017-05-31,Belgium,KaggleRama,Kaggle Recipe Book,81
7207,2017-05-31,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,158
7208,2017-05-31,France,KaggleMart,Kaggle Advanced Techniques,353
7209,2017-05-31,France,KaggleMart,Kaggle Getting Started,240
7210,2017-05-31,France,KaggleMart,Kaggle Recipe Book,183
7211,2017-05-31,France,KaggleMart,Kaggle for Kids: One Smart Goose,376
7212,2017-05-31,France,KaggleRama,Kaggle Advanced Techniques,127
7213,2017-05-31,France,KaggleRama,Kaggle Getting Started,94
7214,2017-05-31,France,KaggleRama,Kaggle Recipe Book,72
7215,2017-05-31,France,KaggleRama,Kaggle for Kids: One Smart Goose,133
7216,2017-05-31,Germany,KaggleMart,Kaggle Advanced Techniques,467
7217,2017-05-31,Germany,KaggleMart,Kaggle Getting Started,316
7218,2017-05-31,Germany,KaggleMart,Kaggle Recipe Book,215
7219,2017-05-31,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,443
7220,2017-05-31,Germany,KaggleRama,Kaggle Advanced Techniques,155
7221,2017-05-31,Germany,KaggleRama,Kaggle Getting Started,106
7222,2017-05-31,Germany,KaggleRama,Kaggle Recipe Book,74
7223,2017-05-31,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,152
7224,2017-05-31,Italy,KaggleMart,Kaggle Advanced Techniques,288
7225,2017-05-31,Italy,KaggleMart,Kaggle Getting Started,181
7226,2017-05-31,Italy,KaggleMart,Kaggle Recipe Book,154
7227,2017-05-31,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,262
7228,2017-05-31,Italy,KaggleRama,Kaggle Advanced Techniques,109
7229,2017-05-31,Italy,KaggleRama,Kaggle Getting Started,72
7230,2017-05-31,Italy,KaggleRama,Kaggle Recipe Book,47
7231,2017-05-31,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,91
7232,2017-05-31,Poland,KaggleMart,Kaggle Advanced Techniques,124
7233,2017-05-31,Poland,KaggleMart,Kaggle Getting Started,82
7234,2017-05-31,Poland,KaggleMart,Kaggle Recipe Book,64
7235,2017-05-31,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,124
7236,2017-05-31,Poland,KaggleRama,Kaggle Advanced Techniques,46
7237,2017-05-31,Poland,KaggleRama,Kaggle Getting Started,30
7238,2017-05-31,Poland,KaggleRama,Kaggle Recipe Book,21
7239,2017-05-31,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,40
7240,2017-05-31,Spain,KaggleMart,Kaggle Advanced Techniques,272
7241,2017-05-31,Spain,KaggleMart,Kaggle Getting Started,171
7242,2017-05-31,Spain,KaggleMart,Kaggle Recipe Book,122
7243,2017-05-31,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,232
7244,2017-05-31,Spain,KaggleRama,Kaggle Advanced Techniques,91
7245,2017-05-31,Spain,KaggleRama,Kaggle Getting Started,60
7246,2017-05-31,Spain,KaggleRama,Kaggle Recipe Book,45
7247,2017-05-31,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,76
7248,2017-06-01,Belgium,KaggleMart,Kaggle Advanced Techniques,387
7249,2017-06-01,Belgium,KaggleMart,Kaggle Getting Started,285
7250,2017-06-01,Belgium,KaggleMart,Kaggle Recipe Book,209
7251,2017-06-01,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,401
7252,2017-06-01,Belgium,KaggleRama,Kaggle Advanced Techniques,142
7253,2017-06-01,Belgium,KaggleRama,Kaggle Getting Started,88
7254,2017-06-01,Belgium,KaggleRama,Kaggle Recipe Book,72
7255,2017-06-01,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,137
7256,2017-06-01,France,KaggleMart,Kaggle Advanced Techniques,383
7257,2017-06-01,France,KaggleMart,Kaggle Getting Started,239
7258,2017-06-01,France,KaggleMart,Kaggle Recipe Book,182
7259,2017-06-01,France,KaggleMart,Kaggle for Kids: One Smart Goose,343
7260,2017-06-01,France,KaggleRama,Kaggle Advanced Techniques,126
7261,2017-06-01,France,KaggleRama,Kaggle Getting Started,87
7262,2017-06-01,France,KaggleRama,Kaggle Recipe Book,63
7263,2017-06-01,France,KaggleRama,Kaggle for Kids: One Smart Goose,120
7264,2017-06-01,Germany,KaggleMart,Kaggle Advanced Techniques,431
7265,2017-06-01,Germany,KaggleMart,Kaggle Getting Started,270
7266,2017-06-01,Germany,KaggleMart,Kaggle Recipe Book,221
7267,2017-06-01,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,414
7268,2017-06-01,Germany,KaggleRama,Kaggle Advanced Techniques,161
7269,2017-06-01,Germany,KaggleRama,Kaggle Getting Started,99
7270,2017-06-01,Germany,KaggleRama,Kaggle Recipe Book,72
7271,2017-06-01,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,153
7272,2017-06-01,Italy,KaggleMart,Kaggle Advanced Techniques,323
7273,2017-06-01,Italy,KaggleMart,Kaggle Getting Started,203
7274,2017-06-01,Italy,KaggleMart,Kaggle Recipe Book,141
7275,2017-06-01,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,278
7276,2017-06-01,Italy,KaggleRama,Kaggle Advanced Techniques,98
7277,2017-06-01,Italy,KaggleRama,Kaggle Getting Started,63
7278,2017-06-01,Italy,KaggleRama,Kaggle Recipe Book,51
7279,2017-06-01,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,91
7280,2017-06-01,Poland,KaggleMart,Kaggle Advanced Techniques,125
7281,2017-06-01,Poland,KaggleMart,Kaggle Getting Started,83
7282,2017-06-01,Poland,KaggleMart,Kaggle Recipe Book,58
7283,2017-06-01,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,113
7284,2017-06-01,Poland,KaggleRama,Kaggle Advanced Techniques,48
7285,2017-06-01,Poland,KaggleRama,Kaggle Getting Started,28
7286,2017-06-01,Poland,KaggleRama,Kaggle Recipe Book,20
7287,2017-06-01,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,40
7288,2017-06-01,Spain,KaggleMart,Kaggle Advanced Techniques,243
7289,2017-06-01,Spain,KaggleMart,Kaggle Getting Started,172
7290,2017-06-01,Spain,KaggleMart,Kaggle Recipe Book,120
7291,2017-06-01,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,220
7292,2017-06-01,Spain,KaggleRama,Kaggle Advanced Techniques,86
7293,2017-06-01,Spain,KaggleRama,Kaggle Getting Started,63
7294,2017-06-01,Spain,KaggleRama,Kaggle Recipe Book,45
7295,2017-06-01,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,86
7296,2017-06-02,Belgium,KaggleMart,Kaggle Advanced Techniques,429
7297,2017-06-02,Belgium,KaggleMart,Kaggle Getting Started,276
7298,2017-06-02,Belgium,KaggleMart,Kaggle Recipe Book,207
7299,2017-06-02,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,408
7300,2017-06-02,Belgium,KaggleRama,Kaggle Advanced Techniques,158
7301,2017-06-02,Belgium,KaggleRama,Kaggle Getting Started,108
7302,2017-06-02,Belgium,KaggleRama,Kaggle Recipe Book,75
7303,2017-06-02,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,141
7304,2017-06-02,France,KaggleMart,Kaggle Advanced Techniques,405
7305,2017-06-02,France,KaggleMart,Kaggle Getting Started,271
7306,2017-06-02,France,KaggleMart,Kaggle Recipe Book,187
7307,2017-06-02,France,KaggleMart,Kaggle for Kids: One Smart Goose,358
7308,2017-06-02,France,KaggleRama,Kaggle Advanced Techniques,127
7309,2017-06-02,France,KaggleRama,Kaggle Getting Started,96
7310,2017-06-02,France,KaggleRama,Kaggle Recipe Book,71
7311,2017-06-02,France,KaggleRama,Kaggle for Kids: One Smart Goose,119
7312,2017-06-02,Germany,KaggleMart,Kaggle Advanced Techniques,454
7313,2017-06-02,Germany,KaggleMart,Kaggle Getting Started,282
7314,2017-06-02,Germany,KaggleMart,Kaggle Recipe Book,214
7315,2017-06-02,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,398
7316,2017-06-02,Germany,KaggleRama,Kaggle Advanced Techniques,147
7317,2017-06-02,Germany,KaggleRama,Kaggle Getting Started,97
7318,2017-06-02,Germany,KaggleRama,Kaggle Recipe Book,78
7319,2017-06-02,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,132
7320,2017-06-02,Italy,KaggleMart,Kaggle Advanced Techniques,305
7321,2017-06-02,Italy,KaggleMart,Kaggle Getting Started,230
7322,2017-06-02,Italy,KaggleMart,Kaggle Recipe Book,150
7323,2017-06-02,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,300
7324,2017-06-02,Italy,KaggleRama,Kaggle Advanced Techniques,113
7325,2017-06-02,Italy,KaggleRama,Kaggle Getting Started,77
7326,2017-06-02,Italy,KaggleRama,Kaggle Recipe Book,54
7327,2017-06-02,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,113
7328,2017-06-02,Poland,KaggleMart,Kaggle Advanced Techniques,136
7329,2017-06-02,Poland,KaggleMart,Kaggle Getting Started,93
7330,2017-06-02,Poland,KaggleMart,Kaggle Recipe Book,62
7331,2017-06-02,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,129
7332,2017-06-02,Poland,KaggleRama,Kaggle Advanced Techniques,45
7333,2017-06-02,Poland,KaggleRama,Kaggle Getting Started,29
7334,2017-06-02,Poland,KaggleRama,Kaggle Recipe Book,21
7335,2017-06-02,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,45
7336,2017-06-02,Spain,KaggleMart,Kaggle Advanced Techniques,276
7337,2017-06-02,Spain,KaggleMart,Kaggle Getting Started,179
7338,2017-06-02,Spain,KaggleMart,Kaggle Recipe Book,125
7339,2017-06-02,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,243
7340,2017-06-02,Spain,KaggleRama,Kaggle Advanced Techniques,91
7341,2017-06-02,Spain,KaggleRama,Kaggle Getting Started,65
7342,2017-06-02,Spain,KaggleRama,Kaggle Recipe Book,51
7343,2017-06-02,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,86
7344,2017-06-03,Belgium,KaggleMart,Kaggle Advanced Techniques,478
7345,2017-06-03,Belgium,KaggleMart,Kaggle Getting Started,325
7346,2017-06-03,Belgium,KaggleMart,Kaggle Recipe Book,238
7347,2017-06-03,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,391
7348,2017-06-03,Belgium,KaggleRama,Kaggle Advanced Techniques,156
7349,2017-06-03,Belgium,KaggleRama,Kaggle Getting Started,106
7350,2017-06-03,Belgium,KaggleRama,Kaggle Recipe Book,76
7351,2017-06-03,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,148
7352,2017-06-03,France,KaggleMart,Kaggle Advanced Techniques,422
7353,2017-06-03,France,KaggleMart,Kaggle Getting Started,275
7354,2017-06-03,France,KaggleMart,Kaggle Recipe Book,189
7355,2017-06-03,France,KaggleMart,Kaggle for Kids: One Smart Goose,394
7356,2017-06-03,France,KaggleRama,Kaggle Advanced Techniques,147
7357,2017-06-03,France,KaggleRama,Kaggle Getting Started,100
7358,2017-06-03,France,KaggleRama,Kaggle Recipe Book,68
7359,2017-06-03,France,KaggleRama,Kaggle for Kids: One Smart Goose,134
7360,2017-06-03,Germany,KaggleMart,Kaggle Advanced Techniques,441
7361,2017-06-03,Germany,KaggleMart,Kaggle Getting Started,306
7362,2017-06-03,Germany,KaggleMart,Kaggle Recipe Book,212
7363,2017-06-03,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,450
7364,2017-06-03,Germany,KaggleRama,Kaggle Advanced Techniques,171
7365,2017-06-03,Germany,KaggleRama,Kaggle Getting Started,106
7366,2017-06-03,Germany,KaggleRama,Kaggle Recipe Book,74
7367,2017-06-03,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,150
7368,2017-06-03,Italy,KaggleMart,Kaggle Advanced Techniques,336
7369,2017-06-03,Italy,KaggleMart,Kaggle Getting Started,230
7370,2017-06-03,Italy,KaggleMart,Kaggle Recipe Book,169
7371,2017-06-03,Italy,KaggleMart,Kaggle for Kids: One Smart Goose,310
7372,2017-06-03,Italy,KaggleRama,Kaggle Advanced Techniques,127
7373,2017-06-03,Italy,KaggleRama,Kaggle Getting Started,82
7374,2017-06-03,Italy,KaggleRama,Kaggle Recipe Book,57
7375,2017-06-03,Italy,KaggleRama,Kaggle for Kids: One Smart Goose,114
7376,2017-06-03,Poland,KaggleMart,Kaggle Advanced Techniques,140
7377,2017-06-03,Poland,KaggleMart,Kaggle Getting Started,91
7378,2017-06-03,Poland,KaggleMart,Kaggle Recipe Book,68
7379,2017-06-03,Poland,KaggleMart,Kaggle for Kids: One Smart Goose,139
7380,2017-06-03,Poland,KaggleRama,Kaggle Advanced Techniques,51
7381,2017-06-03,Poland,KaggleRama,Kaggle Getting Started,34
7382,2017-06-03,Poland,KaggleRama,Kaggle Recipe Book,25
7383,2017-06-03,Poland,KaggleRama,Kaggle for Kids: One Smart Goose,47
7384,2017-06-03,Spain,KaggleMart,Kaggle Advanced Techniques,296
7385,2017-06-03,Spain,KaggleMart,Kaggle Getting Started,194
7386,2017-06-03,Spain,KaggleMart,Kaggle Recipe Book,136
7387,2017-06-03,Spain,KaggleMart,Kaggle for Kids: One Smart Goose,284
7388,2017-06-03,Spain,KaggleRama,Kaggle Advanced Techniques,95
7389,2017-06-03,Spain,KaggleRama,Kaggle Getting Started,70
7390,2017-06-03,Spain,KaggleRama,Kaggle Recipe Book,48
7391,2017-06-03,Spain,KaggleRama,Kaggle for Kids: One Smart Goose,99
7392,2017-06-04,Belgium,KaggleMart,Kaggle Advanced Techniques,474
7393,2017-06-04,Belgium,KaggleMart,Kaggle Getting Started,299
7394,2017-06-04,Belgium,KaggleMart,Kaggle Recipe Book,202
7395,2017-06-04,Belgium,KaggleMart,Kaggle for Kids: One Smart Goose,399
7396,2017-06-04,Belgium,KaggleRama,Kaggle Advanced Techniques,166
7397,2017-06-04,Belgium,KaggleRama,Kaggle Getting Started,108
7398,2017-06-04,Belgium,KaggleRama,Kaggle Recipe Book,76
7399,2017-06-04,Belgium,KaggleRama,Kaggle for Kids: One Smart Goose,160
7400,2017-06-04,France,KaggleMart,Kaggle Advanced Techniques,421
7401,2017-06-04,France,KaggleMart,Kaggle Getting Started,298
7402,2017-06-04,France,KaggleMart,Kaggle Recipe Book,201
7403,2017-06-04,France,KaggleMart,Kaggle for Kids: One Smart Goose,398
7404,2017-06-04,France,KaggleRama,Kaggle Advanced Techniques,150
7405,2017-06-04,France,KaggleRama,Kaggle Getting Started,90
7406,2017-06-04,France,KaggleRama,Kaggle Recipe Book,76
7407,2017-06-04,France,KaggleRama,Kaggle for Kids: One Smart Goose,136
7408,2017-06-04,Germany,KaggleMart,Kaggle Advanced Techniques,461
7409,2017-06-04,Germany,KaggleMart,Kaggle Getting Started,310
7410,2017-06-04,Germany,KaggleMart,Kaggle Recipe Book,248
7411,2017-06-04,Germany,KaggleMart,Kaggle for Kids: One Smart Goose,457
7412,2017-06-04,Germany,KaggleRama,Kaggle Advanced Techniques,173
7413,2017-06-04,Germany,KaggleRama,Kaggle Getting Started,120
7414,2017-06-04,Germany,KaggleRama,Kaggle Recipe Book,90
7415,2017-06-04,Germany,KaggleRama,Kaggle for Kids: One Smart Goose,161
7416,2017-06-04,Italy,KaggleMart,Kaggle Advanced Techniques,336
7417,2017-06-04,Italy,KaggleMart,Kaggle Getting Started,251
7418,2017-06-04,Italy,KaggleMart,Kaggle Recipe Book,186
